NO,순번,표준단어명,표준단어 영문약어명,표준단어 영문명,표준단어 설명,형식단어여부,표준도메인분류명,이음동의어 목록,금칙어 목록,변경구분,변경일자,범정부표준준수 여부,범정부표준적용 차수,최종수정일시
2148,2148,최근,RECENT,RCNT,얼마 되지 않은 지나간 날부터 현재 또는 바로 직전까지의 기간,N,,,,수정,2021-07-14 00:00:00.0,Y,6차,20241111 13:35:04
2149,2149,R컬럼,R COLUMN,RCOL,(테이블·엑셀 등) R컬럼,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2150,2150,수납자,RECIPIENT,RCPN,收納者. 돈이나 물품을 받아들이는 사람,N,,,,수정,2021-07-14 00:00:00.0,Y,2차,20241111 13:35:04
2151,2151,접수,RECEIPT (ACCEPT),RCPT,接受. 신청이나 신고 따위를 구두(口頭)나 문서로 받음,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
2152,2152,수신,RECEPTION,RCPTN,受信. 우편이나 전보 따위의 통신을 받음,N,,,,수정,2021-07-14 00:00:00.0,Y,1차,20241111 13:35:04
2153,2153,재반입,RE CARRY IN,RCRYN,전에 들여온 적이 있거나 내보낸 물건 따위를 다시 운반하여 들어옴,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2154,2154,목장용지,RANCH LAND,RCS,소나 말， 양 따위를 기르는 목장으로 쓰기 위한 토지. 축사와 부대시설인 토지， 초지， 사료포 등을 이른다,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2155,2155,이전신청,RELOCATION  APLLICATION,RCTAPL,권리 따위를 남에게 넘겨주거나 또는 넘겨받은 것을 단체나 기관에 청구하는 행위,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2156,2156,재산정,RECOMPUTATION,RCTN,算定， 다시 셈하여 정함,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2157,2157,수납분,RECEIVING MONEY (OR THING),RCVMT,수납(받거나 거두어들임) 대상분,N,,수납,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2158,2158,수신자,RECEIVER,RCVR,우편이나 전보 따위의 통신이나 유선 또는 무선 통신에서 신호를 받는 사람,N,,,,수정,2021-07-14 00:00:00.0,Y,2차,20241111 13:35:04
2159,2159,복구,RECOVERY,RCVRY,손실 이전의 상태로 회복함,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2160,2160,방사능,RADIOACTIVITY,RDACT,라듐， 우라늄， 토륨 따위 원소의 원자핵이 붕괴하면서 방사선을 방출하는 일. 또는 그런 성질,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2161,2161,방사성,RADIOACTIVE,RDACTV,방사선 붕괴(원자핵이 입자를 사출하거나 전자파를 내서 자연스럽게 붕괴)하는 성질이 있는 것,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2162,2162,삭감,REDUCE,RDC,(금액을) 깎아서 줄임,N,,감축,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2163,2163,도로명,ROAD NAME,RDNM,도로의 명칭,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
2164,2164,열람자,READER,RDR,閱覽者. 책이나 문서 등을 조사하거나 읽는 사람,N,,,,제정,2023-09-06 00:00:00.0,Y,4차,20241111 13:35:04
2165,2165,재배부,REDISTRIBUTION,RDTBN,이미 배부하였던 것을 다시 배부함,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2166,2166,읽기,READING,READ,閱覽 책이나 문서 따위를 죽 훑어보거나 조사하면서 봄,N,,읽음,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2167,2167,재승인,REAPPROVAL,REAPR,한 번 정당하다고 인정한 사실을 다시 인정함,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2168,2168,재계산,RECALCURATION,RECAL,다시 하는 계산,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2169,2169,기록,RECORD,RECD,1. 사실을 적은 서류， 또는 사실을 적음 
2. 사료로서의 일기 등과 같은 자료,N,,녹취， 기록용,,수정,2021-07-14 00:00:00.0,Y,6차,20241111 13:35:04
2170,2170,재확인,RECONFIRMATION,RECFM,다시 확인함,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2171,2171,재발,RECUR,RECUR,再發 다시 발생함. 또는 다시 일어남,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2172,2172,재수행,REDO,REDO,트랜잭션을 주기억 장치 또는 처리 장치 따위의 고장으로 계속 수행할 수 없을 때， 이 고장을 복구한 후 로그에 있는 기록을 이용하여 앞서 수행한 연산들을 다시 수행하고 고장이 나기 직전까지의 상태로 복구하는 과정,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2173,2173,재시험,REEXAMINATION,REEXM,1. 두 번 시험을 치름
2. 첫 시험에서 일정한 수준에 이르지 못한 대상에 대하여 다시 시험을 보게 하는 일. 또는 그 시험,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
2174,2174,참고,REFERENCE,REF,살펴서 도움이 될 만한 재료로 삼음,N,,참조,,제정,2023-09-06 00:00:00.0,Y,6차,20241111 13:35:04
2175,2175,등록,REGISTRATION,REG,일정한 자격 조건을 갖추기 위하여 단체나 학교 따위에 문서를 올림,N,,등재,,수정,2021-07-14 00:00:00.0,Y,1차,20241111 13:35:04
2176,2176,등록증,REGISTRATION CERTIFICATE,REGC,일정한 자격 조건을 갖추었음을 증명하는 증서,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2177,2177,정기,REGULAR,REGL,기한이나 기간이 일정하게 정하여져 있는 것. 또는 그 기한이나 기간,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2178,2178,관계,RELATION,REL,둘 이상의 사람， 사물， 현상 따위가 서로 관련을 맺거나 관련이 있음， 또는 그런 관련,N,,,,수정,2021-07-14 00:00:00.0,Y,2차,20241111 13:35:04
2179,2179,재처리,REPROCESSING,REPRS,다시 처리함,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2180,2180,반복,REPEAT,REPT,같은 일을 되풀이함,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2181,2181,소요,REQUIRED,REQ,所要. 필요로 하거나 요구되는 바,N,,,,수정,2021-07-14 00:00:00.0,Y,2차,20241111 13:35:04
2182,2182,청구자,(BILL) REQUEST PERSON,REQR,남에게 돈이나 물건 따위를 달라고 요구하는 사람,N,,청구인,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2183,2183,붉은귀거북,RED-EARED SLIDER,RERS,남생잇과의 민물 거북. 남생이와 비슷한데 다른 거북들보다 작으며， 양쪽 귀에 붉은 줄이 나있다. 주로 작은 물고기들을 먹는다,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2184,2184,휴식,REST,REST,하던 일을 멈추고 잠깐 쉼,N,,휴양,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2185,2185,재개,RESUME,RESUM,어떤 활동이나 회의 따위를 한동안 중단했다가 다시 시작함,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2186,2186,재시도,RETRY,RETRY,再試圖 1. 어떤 일을 이루려고 다시 계획하거나 힘씀
2. 명령 실행을 정상적으로 끝내지 못하였을 경우에 이것이 일시적인 오동작으로 인한 것인지의 여부를 식별하기 위하여 같은 상태에서 이상이 발생한 명령을 다시 실행시켜 보는 것,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2187,2187,재활용,REUTILIZATION,REUTIL,다시 활용함,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
2188,2188,RFID,RADIO FREQUENCY IDENTIFICATION,RFID,무선주파수인식.
반도체 칩이 내장된 태그， 라벨， 카드 등의 저장된 데이터를 무선주파수를 이용하여 비접촉으로 읽어내는 인식시스템,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2189,2189,반영,REFLECTION,RFLT,反映. 다른 것에 영향을 받아 어떤 현상이 나타남. 또는 어떤 현상을 나타냄,N,,,,수정,2021-07-14 00:00:00.0,Y,1차,20241111 13:35:04
2190,2190,정유공정,REFINING PROCESS,RFPC,원유를 다양한 화학적 및 물리적 방법으로 분해하고 정제하여 제품을 만드는 과정,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2191,2191,거부,REFUSE,RFUS,요구나 제의 따위를 받아들이지 않고 물리침,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2192,2192,조도계수,ROUGHNESS COEFFICIENT,RGHCF,흐르는 물에 접하는 수로 벽면의 거친 정도를 나타내는 계수,Y,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2193,2193,약도,ROUGH MAP,RGHMP,간략하게 줄여 주요한 것만 대충 그린 도면이나 지도,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2194,2194,규정,REGULATION,RGL,어떤 것의 성격， 내용， 의미 등을 밝혀 정함. 또는 그것을 정해 놓은 것,N,,규제,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2195,2195,정격,REGULARITY,RGLT,바른 격식이나 규격. 또는 격식이나 규격에 맞음,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2196,2196,조절,REGULATE,RGLTE,균형이 맞게 바로잡음. 또는 적당하게 맞추어 나감,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2197,2197,유의사항,REGARD MATTER,RGMT,마음에 새겨 두어 조심하며 관심을 가져야 하는 사항,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2198,2198,영역별,REGION,RGN,활동，기능，효과 ，관심따위가 미치는 일정한 범위마다,N,,영역， 지역， 지역별,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2199,2199,규제개혁,REGULATORY REFORM,RGRF,정부나 단체의 규제 정책을 새롭게 고치고 정비하는 일,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2200,2200,종교용지,SITE FOR RELIGIOUS USE,RGS,일반 공중의 종교 의식을 위하여 교회， 사찰， 향교 등에서 예배， 법요， 제사 등에 필요한 종교 시설 건축물이나 부속 시설물의 부지,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2201,2201,우측,RIGHT SIDE,RGSD,바른쪽， 오른쪽,N,,오른쪽,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2202,2202,권리,RIGHT,RGT,權利 어떤 일을 행하거나 타인에 대하여 당연히 요구할 수 있는 힘이나 자격,N,,,,제정,2023-09-06 00:00:00.0,Y,6차,20241111 13:35:04
2203,2203,우안,RIGHT BANK,RGTBK,강이나 바다 따위의 오른쪽 기슭,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2204,2204,등록자,REGISTRANT,RGTR,登錄者. 일정한 자격 조건을 갖추기 위하여 단체나 학교 따위에 문서를 올린 사람,N,,,,수정,2021-07-14 00:00:00.0,Y,2차,20241111 13:35:04
2205,2205,재발급,REISSUE,RISU,다시 발급함,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
2206,2206,반려,REJECT,RJCT,返戾. 주로 윗사람이나 상급 기관에 제출한 문서를 처리하지 않고 되돌려줌,N,,,,수정,2021-07-14 00:00:00.0,Y,1차,20241111 13:35:04
2207,2207,반려자,REJECT PERSON,RJCTR,주로 윗사람이나 상급 기관에 제출한 문서를 처리하지 않고 되돌려주는 사람,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2208,2208,실,REAL,RL,실질(實質)이나 실상(實相),N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2209,2209,관계식,RELATIONAL EXPRESSION,RLEXP,두 개 또는 그 이상의 양이나 문자 사이의 관계를 나타내는 식,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2210,2210,구제,RELIEF,RLF,자연적인 재해나 사회적인 피해를 당하여 어려운 처지에 있는 사람， 생물을 도와줌,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2211,2211,실측,REAL MEASUREMENT,RLMSR,실지로 측량함,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2212,2212,철도,RAILROAD,RLRD,침목 위에 철제의 궤도를 설치하고， 그 위로 차량을 운전하여 여객과 화물을 운송하는 시설,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2213,2213,공개,RELEASE,RLS,公開. 어떤 사실이나 사물， 내용 따위를 여러 사람에게 널리 터놓음,N,,,,수정,2021-07-14 00:00:00.0,Y,1차,20241111 13:35:04
2214,2214,실시간,REALTIME,RLTM,실제 흐르는 시간과 같은 시간으로， 특정 Event로 발생한 부가적인 Event가 본 Event와 같은 속도록 입출력을 진행할 수 있도록 하는 일,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2215,2215,상대,RELATIVE,RLTV,다른 것과 비교， 대립 등의 관계에 있는 것(※ 상대방의 의미 아님),N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2216,2216,현실화,REALIZATION,RLTY,현실로 됨. 또는 현실에 맞게 만듦,N,,현실,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2217,2217,해당,RELEVANT,RLVT,該當. 무엇에 관계되는 바로 그것， 어떤 범위나 조건 따위에 바로 들어맞음,N,,,,수정,2021-07-14 00:00:00.0,Y,1차,20241111 13:35:04
2218,2218,중계,RELAY,RLY,중간에서 이어줌,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2219,2219,리메이크,REMAKE,RMK,예전에 있던 영화， 음악， 드라마 따위를 새롭게 다시 만듦,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2220,2220,동거자,ROOMMATE,RMMT,1. 한집에서 같이 사는 사람
2. 가족이 아니면서 어떤 가족과 한집에서 같이 사는 사람,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2221,2221,잔여분,REMAINDER,RMND,잔여(남아 있음. 또는 그런 나머지) 분량,N,,잔여， 나머지,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2222,2222,잔여량,REMAINDER QUANTITY,RMQ,남아있는 양,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2223,2223,비고,REMARKS,RMRK,備考. 문서 따위에서， 그 내용에 참고가 될 만한 사항을 보충하여 적는 것. 또는 그 사항,Y,,,,제정,2023-09-06 00:00:00.0,Y,5차,20241111 13:35:04
2224,2224,상온,ROOM TEMPERATURE,RMTMP,1. 가열하거나 냉각하지 않은 자연 그대로의 기온(보통 15˚C정도를 의미)
2. 늘 일정한 온도,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2225,2225,해제,REMOVE,RMV,解除. 설치했거나 장비한 것 따위를 풀어 없앰. 묶인 것이나 행동에 제약을 가하는 법령 따위를 풀어 자유롭게 함,N,,제거,,수정,2021-07-14 00:00:00.0,Y,1차,20241111 13:35:04
2226,2226,해제자,REMOVER,RMVR,解除. 설치했거나 장비한 것 따위를 풀어 없앤 사람. 묶인 것이나 행동에 제약을 가하는 법령 따위를 풀어 자유롭게 한 사람,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2227,2227,강우계,RAINFALL METER,RNFMT,비가 내린 양이나 그 강도를 측정하는 기계,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2228,2228,우량계,A RAINGAUGE,RNGUG,비가 내린 양을 재는 기구. 단위는 mm로 나타내며， 보통은 지름 20cm의 깔때기 모양의 수수기(受水器)로 비를 저수병에 받아 단위 시간동안 모으면 그 시간동안 내린 비의 양이 된다,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2229,2229,순위,RANKING,RNK,차례나 순서를 나타내는 위치나 지위,Y,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2230,2230,서열,RANK ORDER,RNKO,序列 일정한 기준에 따라 순서대로 늘어섬. 또는 그 순서,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2231,2231,실명,REAL NAME,RNM,실제의 이름,N,,,,제정,2023-09-06 00:00:00.0,Y,6차,20241111 13:35:04
2232,2232,도로,ROAD,ROAD,사람， 차 따위가 잘 다닐 수 있도록 만들어 놓은 비교적 넓은 길,N,,,,수정,2021-07-14 00:00:00.0,Y,2차,20241111 13:35:04
2233,2233,바위,ROCK,ROCK,부피가 매우 큰 돌,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
2234,2234,경지정리,READJUSTMENT OF ERABLE LAND,ROEL,농지를 효율적으로 이용하고 수확을 늘리기 위하여 농지를 반듯하고 널찍하게 고치고， 배수와 관개에 따른 모든 설비를 개량하는 일,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2235,2235,역할,ROLE,ROLE,자기가 마땅히 하여야 할 맡은 바 직책이나 임무,N,,,,수정,2021-07-14 00:00:00.0,Y,6차,20241111 13:35:04
2236,2236,객실,ROOM,ROOM,사람이 거처하거나 일을하기 위하여 벽 따위로 막아 만든 칸(방)을 순차적으로 명명하기 위한 단위,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2237,2237,루트,ROOT,ROOT,1. 거듭제곱근
2. 트리 구조에서 가장 위에 있는 최상위 노드
3. 유닉스 운영 체제에서 시스템 관리자를 나타내는 사용자의 계정,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2238,2238,재개업,REOPENING,ROPN,開業 영업을 다시 시작함,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2239,2239,행,ROW,ROW,1. 글을 가로나 세로로 벌인 것을 세는 단위
2. 행렬에서， 가로로 배열된 원소들의 합
3. 데이터베이스에서 특정 테이블을 구성하고 있는 하나의 인스턴스,N,,로우,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2240,2240,신속,RAPID,RPD,매우 날쎄고 빠름,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2241,2241,신고서,REPORT OR DECLARE DOCUMENT,RPDCD,申告書 신고하는 문서,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2242,2242,여울,RAPIDS (INA RIVER),RPDS,강이나 바다 따위의 바닥이 얕거나 폭이 좁아 물살이 세게 흐르는 곳,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
2243,2243,수변환경,RIPARIAN ENVIRONMENT,RPEVRN,하천이나 호수 따위의 주변 환경,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2244,2244,교체,REPLACEMENT,RPLC,사람이나 사물을 다른 사람이나 사물로 대신함,N,,대치,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2245,2245,보전,REPLENISH,RPLN,부족한 것을 메꾸어 보충함,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2246,2246,답글,REPLY,RPLY,특정 게시물 등에 대하여 답하는 글,N,,회신,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
2247,2247,회신자,REPLY PERSON,RPLYR,편지， 전신， 전화 따위로 회답을 하는 자,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2248,2248,상환,REPAYMENT,RPMT,償還. 갚거나 돌려줌,N,,,,제정,2023-09-06 00:00:00.0,Y,3차,20241111 13:35:04
2249,2249,수리,DEFECT REPAIR,RPR,고장 나거나 허름한 데를 손보아 고침,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2250,2250,대표성,REPRESENTATION,RPRS,여러 사람이나 집단을 대표하여 드러낼 수 있는 성질,N,,대표,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2251,2251,대표자,REPRESENTATIVE,RPRSV,代表者. 전체를 대표하는 사람,N,,,,수정,2021-07-14 00:00:00.0,Y,1차,20241111 13:35:04
2252,2252,배상,REPARATION,RPRT,불법적인 피해에 대한 추가적인 가치를 감안하여 변상하는 것,N,,,,제정,2023-09-06 00:00:00.0,Y,6차,20241111 13:35:04
2253,2253,보고,REPORT,RPT,일에 관한 내용이나 결과를 말이나 글로 알림,N,,,,수정,2021-07-14 00:00:00.0,Y,1차,20241111 13:35:04
2254,2254,레포트,REPORT DOCUMENT,RPTD,일에 관한 내용이나 결과를 말이나 글로 알림,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2255,2255,파충류,REPTILE,RPTL,파충강의 동물을 일상적으로 통틀어 이르는 말,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2256,2256,보고서,REPORT PAPER,RPTP,報告書. 보고하는 글이나 문서,N,,,,수정,2021-07-14 00:00:00.0,Y,5차,20241111 13:35:04
2257,2257,보고자,REPORTER,RPTR,보고하는 사람,N,,,,제정,2023-09-06 00:00:00.0,Y,6차,20241111 13:35:04
2258,2258,수변식생,RIPARIAN VEGETATION,RPVGTN,계류， 하천， 호소， 습지 등의 주변에 서식하는 식물,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2259,2259,재승인자,REAPPROVAL PERSON,RPVR,한 번 정당하다고 인정한 사실을 다시 인정한 사람,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2260,2260,피신청자,REQUESTED PERSON,RQPRSN,관청이나 기관， 단체로부터 어떤 사항을 요청 받은 사람,N,,피신청인,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
2261,2261,요건,REQUEST CONDITION,RQSCN,要件. 필요한 조건,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
2262,2262,요구자,REQUEST PERSON,RQSR,요구하는 사람,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
